City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
288,Caramay,PH,10.1815,119.236,79.74,85,100,5.48,overcast clouds
289,Kula,TR,38.5473,28.6498,78.67,26,0,2.71,clear sky
290,Pacific Grove,US,36.6177,-121.9166,83.16,77,75,1.01,broken clouds
291,Turukhansk,RU,65.8167,87.9833,62.71,57,14,10.18,few clouds
292,Amot,NO,59.5714,7.9877,50.5,83,83,3.4,broken clouds
293,Taltal,CL,-25.4,-70.4833,64.44,59,3,6.17,clear sky
294,Lagoa,PT,39.05,-27.9833,73.09,90,0,19.35,clear sky
295,Greensburg,US,40.3015,-79.5389,87.55,52,20,1.99,few clouds
296,Baykit,RU,61.67,96.37,59.81,80,10,3.51,clear sky
297,Novobirilyussy,RU,56.9514,90.6661,55.33,96,3,0.76,clear sky
298,Akdepe,TM,42.0551,59.3788,82.4,22,0,11.01,clear sky
299,Independencia,BR,-5.3964,-40.3086,90.39,27,24,8.3,few clouds
300,Dingle,PH,10.9995,122.6711,76.89,87,100,6.93,overcast clouds
301,Luau,AO,-10.7073,22.2247,67.68,23,0,5.01,clear sky
302,Vardo,NO,70.3705,31.1107,53.35,87,40,5.75,scattered clouds
303,Road Town,VG,18.4167,-64.6167,89.69,74,40,12.66,scattered clouds
304,Christchurch,NZ,-43.5333,172.6333,47.91,89,90,1.99,light rain
305,Kontagora,NG,10.3999,5.4695,73.22,91,100,4.05,overcast clouds
306,Coihaique,CL,-45.5752,-72.0662,49.95,50,90,10.36,light rain
307,Codrington,AU,-38.2667,141.9667,51.37,82,100,11.36,overcast clouds
308,Lompoc,US,34.6391,-120.4579,80.85,65,1,18.41,clear sky
309,Korla,CN,41.7597,86.1469,81.72,26,92,17.25,overcast clouds
310,Luanda,AO,-8.8368,13.2343,71.6,88,0,5.75,clear sky
311,Araouane,ML,18.9048,-3.5265,86.99,53,59,18.19,broken clouds
312,Manokwari,ID,-0.8667,134.0833,78.51,78,98,5.01,overcast clouds
313,Burnie,AU,-41.0667,145.9167,51.93,79,94,16.06,overcast clouds
314,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,94,20,13.8,few clouds
315,Voyvozh,RU,62.892,54.9635,52.2,72,1,7.92,clear sky
316,Marsa Matruh,EG,31.3525,27.2453,82.78,74,0,15.21,clear sky
317,Mastic Beach,US,40.7668,-72.8521,79.57,80,90,1.01,overcast clouds
318,Koslan,RU,63.4564,48.8989,47.48,89,27,4.63,scattered clouds
319,Galesong,ID,-5.3166,119.3661,75.22,77,77,3.71,broken clouds
320,Singapore,SG,1.2897,103.8501,82.35,83,75,3.44,broken clouds
321,Santa Rosa,PH,14.3122,121.1114,82.11,85,100,7.16,overcast clouds
322,Kimbe,PG,-5.5502,150.1429,74.7,93,95,5.66,overcast clouds
323,Mwinilunga,ZM,-11.7358,24.4293,59.61,33,0,3.29,clear sky
324,Port Elizabeth,ZA,-33.918,25.5701,59.29,88,75,12.66,light rain
325,Kampen,NL,52.555,5.9111,67.19,80,100,4.47,overcast clouds
326,Mahibadhoo,MV,3.7833,72.9667,81.82,77,98,8.16,overcast clouds
327,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,66,0,13.42,clear sky
328,Ishigaki,JP,24.3448,124.1572,82.94,86,100,22.73,overcast clouds
329,Wanaka,NZ,-44.7,169.15,36.41,93,50,3.06,scattered clouds
330,Mildura,AU,-34.2,142.15,49.06,100,90,4.61,overcast clouds
331,Bhan,PK,26.5583,67.7214,94.55,46,39,8.14,scattered clouds
332,Colesberg,ZA,-30.72,25.0972,49.68,27,0,9.06,clear sky
333,Kuching,MY,1.55,110.3333,79.02,89,40,3.44,scattered clouds
334,Santa Pola,ES,38.1917,-0.5658,82.69,79,0,4.0,clear sky
335,Ukiah,US,39.1502,-123.2078,94.51,30,1,5.75,clear sky
336,Kalmunai,LK,7.4167,81.8167,80.33,71,99,6.2,overcast clouds
337,Selikhino,RU,50.3672,137.4996,59.67,95,100,4.76,moderate rain
338,Rantepao,ID,-2.9701,119.8978,65.95,98,100,1.99,moderate rain
339,Qasigiannguit,GL,68.8193,-51.1922,57.45,65,100,17.0,overcast clouds
340,Kavaratti,IN,10.5669,72.642,82.2,80,99,20.76,overcast clouds
341,Itarema,BR,-2.9248,-39.9167,81.88,66,54,15.57,broken clouds
342,Sorland,NO,67.667,12.6934,53.67,91,100,11.56,overcast clouds
343,Berlevag,NO,70.8578,29.0864,53.55,82,75,0.0,broken clouds
344,Terrace Bay,CA,48.7834,-87.1,68.5,86,100,4.43,overcast clouds
345,Ketchikan,US,55.3422,-131.6461,57.67,94,90,10.36,moderate rain
346,Manaus,BR,-3.1019,-60.025,86.5,70,20,8.05,few clouds
347,Honiara,SB,-9.4333,159.95,73.72,82,53,5.01,broken clouds
348,Nikolskoye,RU,59.7035,30.7861,60.78,86,100,1.61,overcast clouds
349,Adlay,PH,9.4097,125.8975,79.0,81,93,3.49,overcast clouds
350,Kodinar,IN,20.7903,70.7031,81.27,80,100,15.01,overcast clouds
351,Kristiinankaupunki,FI,62.2743,21.376,56.89,62,8,2.44,clear sky
352,Damietta,EG,31.4165,31.8133,84.06,65,0,3.15,clear sky
353,Shipunovo,RU,52.1582,82.2173,60.22,81,100,5.64,light rain
354,Half Moon Bay,US,37.4636,-122.4286,85.8,70,20,17.27,few clouds
355,Vaijapur,IN,19.9167,74.7333,76.03,80,100,11.54,overcast clouds
356,Batagay,RU,67.6333,134.6333,44.13,72,5,1.79,clear sky
357,Shiozawa,JP,37.0333,138.85,75.87,76,41,5.66,scattered clouds
358,Bekhtery,UA,46.251,32.2927,77.45,87,13,7.25,few clouds
359,Ambon,ID,-3.6954,128.1814,75.34,100,40,3.44,thunderstorm with light rain
360,Labytnangi,RU,66.6572,66.4183,61.56,79,100,5.77,overcast clouds
361,Vila Do Maio,CV,15.1333,-23.2167,81.39,86,100,5.64,overcast clouds
362,Pangkalanbuun,ID,-2.6833,111.6167,74.59,98,100,2.44,overcast clouds
363,Plettenberg Bay,ZA,-34.0527,23.3716,57.51,94,82,2.53,light rain
364,Geraldton,AU,-28.7667,114.6,45.01,81,0,3.44,clear sky
365,Ancud,CL,-41.8697,-73.8203,52.43,87,100,8.84,overcast clouds
366,Cabo San Lucas,MX,22.8909,-109.9124,94.3,61,40,8.99,scattered clouds
367,Yuncheng,CN,35.0231,110.9928,74.17,70,81,2.17,broken clouds
368,Carlsbad,US,33.1581,-117.3506,106.09,67,1,5.01,clear sky
369,Uhlove,UA,44.8215,33.6045,74.57,77,0,4.56,clear sky
370,Kismayo,SO,-0.3582,42.5454,76.15,82,57,17.2,broken clouds
371,Plouzane,FR,48.3833,-4.6167,60.98,88,90,17.27,overcast clouds
372,Solnechnyy,RU,50.7214,136.6319,58.19,97,100,3.06,light rain
373,Pierre,US,44.3683,-100.351,95.27,35,1,11.5,clear sky
374,Hobyo,SO,5.3505,48.5268,76.42,81,77,28.54,broken clouds
375,Kyabe,TD,9.4515,18.9449,76.71,83,62,0.83,broken clouds
376,Seoul,KR,37.5683,126.9778,78.4,86,40,3.44,scattered clouds
377,Jiayuguan,CN,39.8167,98.3,73.72,17,96,2.33,overcast clouds
378,Zhanakorgan,KZ,43.9098,67.2495,82.78,24,5,3.62,clear sky
379,Guanica,PR,17.9716,-66.908,90.5,64,3,10.0,clear sky
380,San Andres,CO,12.5847,-81.7006,87.82,74,40,11.5,scattered clouds
381,La Rioja,ES,42.25,-2.5,77.04,61,2,4.32,clear sky
382,Vung Tau,VN,10.346,107.0843,80.55,84,82,15.48,broken clouds
383,Ostrovnoy,RU,68.0531,39.5131,51.37,78,100,5.35,overcast clouds
384,Winsum,NL,53.33,6.5208,67.98,28,93,8.75,overcast clouds
385,Cidreira,BR,-30.1811,-50.2056,61.84,88,96,14.54,overcast clouds
386,Olafsvik,IS,64.8945,-23.7142,56.14,80,20,5.59,few clouds
387,Sandwick,GB,60.0,-1.25,58.82,88,40,17.27,scattered clouds
388,Eureka,US,40.8021,-124.1637,66.2,74,59,3.0,broken clouds
389,Bontang,ID,0.1333,117.5,77.29,89,100,7.05,overcast clouds
390,Rosetta,EG,31.4044,30.4164,81.64,76,0,4.5,clear sky
391,Oriximina,BR,-1.7656,-55.8661,90.48,43,9,5.37,clear sky
392,Agirish,RU,61.9247,63.0231,62.31,98,99,6.96,light rain
393,Tecoanapa,MX,16.5167,-98.75,86.88,64,95,11.7,overcast clouds
394,Grindavik,IS,63.8424,-22.4338,57.56,94,40,8.05,scattered clouds
395,Liuzhou,CN,24.3126,109.3892,81.12,85,99,2.86,light rain
396,Ekhabi,RU,53.5102,142.9671,54.28,87,100,13.73,overcast clouds
397,Port Hedland,AU,-20.3167,118.5667,62.65,31,40,8.05,scattered clouds
398,Montrose,US,38.4166,-108.2673,79.36,15,0,8.19,clear sky
399,Adre,TD,13.4667,22.2,71.83,77,55,12.39,broken clouds
400,Margate,GB,51.3813,1.3862,64.11,95,100,3.0,heavy intensity rain
401,Shingu,JP,33.7333,135.9833,78.91,95,100,9.53,overcast clouds
402,Dudinka,RU,69.4058,86.1778,63.81,63,95,5.5,overcast clouds
403,Matadi,CD,-5.8167,13.45,75.96,74,0,10.67,clear sky
404,Flin Flon,CA,54.7682,-101.865,75.58,30,62,4.09,broken clouds
405,Katrineholm,SE,58.9959,16.2072,59.43,84,2,4.97,clear sky
406,Bethel,US,41.3712,-73.414,81.45,71,90,0.0,overcast clouds
407,Zheleznodorozhnyy,RU,55.7503,38.0042,64.36,79,96,6.17,overcast clouds
408,Tiznit,MA,29.5833,-9.5,71.96,70,3,3.36,clear sky
409,Bari,IT,41.1177,16.8512,83.84,44,0,8.01,clear sky
410,Thinadhoo,MV,0.5333,72.9333,80.38,79,100,5.88,heavy intensity rain
411,Santa Cruz,BO,-17.8,-63.1667,85.46,28,0,6.91,clear sky
412,Bashtanka,UA,47.4072,32.4387,74.88,71,60,6.76,broken clouds
413,Hualmay,PE,-11.0964,-77.6139,67.21,75,19,11.01,few clouds
414,Mabaruma,GY,8.2,-59.7833,84.6,66,19,6.69,few clouds
415,Taywarah,AF,33.35,64.4167,55.69,35,0,6.24,clear sky
416,Riyadh,SA,24.6877,46.7219,96.94,11,13,8.25,few clouds
417,Aras,ES,42.5617,-2.356,72.01,53,0,5.75,clear sky
418,Ugoofaaru,MV,5.6667,73.0,82.17,78,100,12.15,overcast clouds
419,Alamogordo,US,32.8995,-105.9603,90.21,40,1,0.0,clear sky
420,Nichinan,JP,31.6,131.3667,78.08,87,86,13.56,overcast clouds
421,Srednekolymsk,RU,67.45,153.6833,42.44,80,100,9.62,overcast clouds
422,Antofagasta,CL,-23.65,-70.4,66.22,61,6,6.55,clear sky
423,Pangnirtung,CA,66.1451,-65.7125,48.2,66,75,6.91,broken clouds
424,Longkou,CN,37.6508,120.3286,72.57,92,83,8.7,broken clouds
425,Aswan,EG,24.0934,32.907,96.57,34,96,20.56,overcast clouds
426,Chilca,PE,-12.5211,-76.7372,69.85,79,23,6.82,few clouds
427,Cayenne,GF,4.9333,-52.3333,85.08,74,42,3.0,scattered clouds
428,Makueni,KE,-1.8041,37.6203,60.91,77,1,1.88,clear sky
429,Netrakona,BD,24.8833,90.7167,82.08,86,87,4.7,overcast clouds
430,Carberry,CA,49.8689,-99.3602,71.83,34,20,11.27,few clouds
431,Lubao,PH,14.9167,120.55,82.15,88,100,11.39,light rain
432,Kosonsoy,UZ,41.2561,71.5508,73.96,40,54,7.63,broken clouds
433,Bend,US,44.0582,-121.3153,84.99,30,1,3.0,clear sky
434,Tulancingo,MX,20.0833,-98.3667,67.59,71,77,8.57,broken clouds
435,Poindimie,NC,-20.9333,165.3333,63.79,82,41,7.96,scattered clouds
436,Port Blair,IN,11.6667,92.75,81.86,85,100,20.27,overcast clouds
437,Ntchisi,MW,-13.5278,33.9149,54.64,59,0,2.44,clear sky
438,Talnakh,RU,69.4865,88.3972,65.43,69,82,3.02,broken clouds
439,Kavieng,PG,-2.5744,150.7967,82.04,72,100,3.36,overcast clouds
440,Mehamn,NO,71.0357,27.8492,53.51,87,20,5.75,few clouds
441,Tigil,RU,57.8,158.6667,43.88,93,100,12.03,light rain
442,Fangshan,CN,39.6983,115.9925,72.18,82,2,1.83,clear sky
443,Urengoy,RU,65.9667,78.3667,63.1,72,2,6.24,clear sky
444,Atar,MR,20.5169,-13.0499,101.34,13,2,10.4,clear sky
445,Angoche,MZ,-16.2325,39.9086,73.8,76,99,4.47,overcast clouds
446,Oranjemund,NA,-28.55,16.4333,55.27,78,3,2.59,clear sky
447,Sitka,US,57.0531,-135.33,67.89,56,90,11.5,overcast clouds
448,Yeppoon,AU,-23.1333,150.7333,46.18,70,52,4.45,broken clouds
449,Inuvik,CA,68.3499,-133.7218,70.56,50,20,8.05,few clouds
450,Kamennogorsk,RU,60.9545,29.1339,55.53,69,81,3.51,broken clouds
451,Listvyanka,RU,51.8535,104.8693,56.7,94,96,5.59,overcast clouds
452,Guilin,CN,25.2819,110.2864,77.11,86,55,3.47,broken clouds
453,Fukue,JP,32.6881,128.8419,81.93,86,0,8.05,clear sky
454,Sangar,RU,63.9242,127.4739,55.4,46,0,4.63,clear sky
455,Istok,XK,42.7808,20.4875,81.52,46,100,4.97,overcast clouds
456,San Patricio,US,28.017,-97.5169,85.89,56,100,7.96,overcast clouds
457,Hargeysa,SO,9.56,44.065,75.99,42,67,20.13,broken clouds
458,Fare,PF,-16.7,-151.0167,78.57,73,26,10.31,scattered clouds
459,Baie-Comeau,CA,49.2168,-68.1489,71.6,77,1,4.61,clear sky
460,Cumanayagua,CU,22.1494,-80.2022,88.21,61,81,5.7,broken clouds
461,Burns Lake,CA,54.2331,-125.7533,65.62,70,100,7.09,overcast clouds
462,Te Anau,NZ,-45.4167,167.7167,35.96,97,77,1.21,broken clouds
463,Jibuti,DJ,11.5,42.5,92.62,44,67,4.23,broken clouds
464,Varzelandia,BR,-15.7014,-44.0275,70.66,46,42,14.2,scattered clouds
465,Maldonado,UY,-34.6667,-54.9167,63.23,84,97,10.6,overcast clouds
466,Sumbe,AO,-11.2061,13.8437,70.86,92,7,4.0,clear sky
467,Boden,SE,65.8252,21.6886,60.8,67,97,4.47,overcast clouds
468,Saint-Joseph,RE,-21.3667,55.6167,64.78,77,22,12.95,light rain
469,Brunico,IT,46.7958,11.9364,61.39,88,28,2.59,scattered clouds
470,Kozhva,RU,65.1073,57.0459,53.62,87,100,7.56,overcast clouds
471,Abaete,BR,-19.16,-45.4458,73.27,34,93,8.19,overcast clouds
472,Nanzhang,CN,31.7765,111.8386,76.39,91,68,4.45,broken clouds
473,Turinsk,RU,58.0458,63.696,63.57,93,100,5.84,overcast clouds
474,Naze,JP,28.3667,129.4833,77.56,92,97,27.94,overcast clouds
475,Ranong,TH,9.9658,98.6348,79.12,89,100,11.45,overcast clouds
476,Tucuma,BR,-0.1833,-50.05,78.49,83,83,3.51,broken clouds
477,Jasper,US,37.2001,-94.3502,82.45,65,40,5.75,haze
478,Kumylzhenskaya,RU,49.8809,42.5898,69.93,42,40,8.16,scattered clouds
479,Umm Kaddadah,SD,13.6017,26.6876,89.04,43,5,15.55,clear sky
480,Saint-Augustin,CA,51.226,-58.6502,69.73,66,100,21.72,overcast clouds
481,Ahipara,NZ,-35.1667,173.1667,55.08,85,54,14.97,light rain
482,Talcahuano,CL,-36.7167,-73.1167,53.28,87,90,8.05,overcast clouds
483,Saint George,US,37.1041,-113.5841,108.43,11,1,3.0,clear sky
484,Vilhena,BR,-12.7406,-60.1458,88.02,27,0,6.91,clear sky
485,Clyde River,CA,70.4692,-68.5914,39.43,100,90,13.8,moderate rain
486,Manuk Mangkaw,PH,4.8,119.85,84.4,71,97,6.64,overcast clouds
487,Shahrud,IR,36.4182,54.9763,72.14,41,37,8.14,scattered clouds
488,Ca Mau,VN,9.1769,105.15,77.97,88,92,5.55,overcast clouds
489,Pauini,BR,-7.7136,-66.9764,95.99,22,16,2.55,few clouds
490,Hvolsvollur,IS,63.7533,-20.2243,59.81,86,82,4.5,broken clouds
491,Bathsheba,BB,13.2167,-59.5167,84.81,70,75,12.66,broken clouds
492,Biltine,TD,14.5333,20.9167,82.38,62,99,11.25,overcast clouds
493,Tutoia,BR,-2.7619,-42.2744,84.18,78,57,10.89,broken clouds
494,Oistins,BB,13.0667,-59.5333,84.29,70,75,12.66,broken clouds
495,Whitehorse,CA,60.7161,-135.0538,68.77,64,75,8.01,light rain
496,Haines Junction,CA,60.7522,-137.5108,66.15,68,84,2.3,light rain
497,Floresti,MD,47.8933,28.3014,75.24,68,71,19.24,broken clouds
498,Southaven,US,34.989,-90.0126,88.9,44,75,6.91,broken clouds
499,Bredy,RU,52.4153,60.3411,70.2,64,91,6.85,overcast clouds
500,Moose Factory,CA,51.2585,-80.6094,53.6,94,90,6.91,light rain
501,Katobu,ID,-4.9408,122.5276,74.28,91,80,5.03,broken clouds
502,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.72,85,34,11.43,scattered clouds
503,Phuket,TH,8.0,98.25,85.08,83,20,8.05,light rain
504,San Francisco,US,37.7749,-122.4194,85.87,80,75,8.99,broken clouds
505,Eldorado,BR,-23.7869,-54.2836,72.09,60,98,4.25,overcast clouds
506,Parakou,BJ,9.3372,2.6303,69.64,97,97,3.58,overcast clouds
507,Winnemucca,US,40.973,-117.7357,95.05,10,1,12.66,clear sky
508,Hofn,IS,64.2539,-15.2082,52.88,90,99,6.31,overcast clouds
509,Papar,MY,5.7333,115.9333,78.8,86,40,4.18,scattered clouds
510,Latung,PH,5.5,120.8833,81.73,79,63,4.72,broken clouds
511,Pochutla,MX,15.7432,-96.4661,85.05,61,90,5.66,overcast clouds
512,Parnamirim,BR,-5.9156,-35.2628,79.14,78,75,11.5,broken clouds
513,Peleduy,RU,59.6289,112.7406,58.01,97,71,6.51,broken clouds
514,Emerald,AU,-23.5333,148.1667,45.99,53,25,8.05,scattered clouds
515,Mackenzie,CA,55.2999,-123.1698,75.42,50,20,3.44,few clouds
516,Sharjah,AE,25.3573,55.4033,93.36,66,11,3.44,few clouds
517,Kaliwungu,ID,-6.9615,110.2531,75.43,86,71,6.58,broken clouds
518,Prabumulih,ID,-3.45,104.25,72.59,97,99,3.78,overcast clouds
519,Kyshtovka,RU,56.555,76.6271,56.39,96,8,5.95,clear sky
520,Sidi Ali,DZ,36.0998,0.4206,78.66,37,0,1.81,clear sky
521,Beisfjord,NO,68.3751,17.5988,53.65,81,87,3.38,overcast clouds
522,Rocha,UY,-34.4833,-54.3333,59.49,87,100,8.63,overcast clouds
523,Padang,ID,-0.9492,100.3543,77.27,86,99,4.03,overcast clouds
524,Manggar,ID,-2.8833,108.2667,81.12,81,100,10.94,overcast clouds
525,Lira,UG,2.235,32.9097,71.69,58,92,2.71,overcast clouds
526,Kwekwe,ZW,-18.9281,29.8149,59.74,41,2,5.44,clear sky
527,Broome,US,42.2506,-75.833,82.18,54,75,5.75,broken clouds
528,Portsmouth,GB,50.799,-1.0913,63.39,88,70,5.99,broken clouds
529,Kudahuvadhoo,MV,2.6708,72.8944,81.46,75,81,7.0,moderate rain
530,Avenal,US,36.0041,-120.129,90.82,12,0,5.06,clear sky
531,Faya,SA,18.3851,42.4509,64.92,67,79,2.13,broken clouds
532,Lisakovsk,KZ,52.5369,62.4936,71.55,64,100,11.27,overcast clouds
533,Poum,NC,-20.2333,164.0167,69.6,65,99,20.92,overcast clouds
534,Chaumont,FR,48.1167,5.1333,66.49,78,98,7.63,overcast clouds
535,Bethlehem,BR,-1.4558,-48.5044,86.04,70,40,11.5,scattered clouds
536,Bintulu,MY,3.1667,113.0333,75.61,100,20,2.3,few clouds
537,Nantucket,US,41.2835,-70.0995,75.96,91,75,13.8,mist
538,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.93,45,100,7.02,overcast clouds
539,Palmer,US,42.1584,-72.3287,74.57,78,90,1.01,overcast clouds
540,Tateyama,JP,34.9833,139.8667,80.62,83,33,9.06,scattered clouds
541,Bauchi,NG,10.5,10.0,72.1,89,82,4.43,light rain
542,Saint-Francois,FR,46.4154,3.9054,67.44,74,90,2.3,overcast clouds
543,Omboue,GA,-1.5746,9.2618,76.3,80,55,8.66,broken clouds
544,Priiskovyy,RU,51.9333,116.6333,55.0,90,9,3.58,clear sky
545,Zyryanka,RU,65.75,150.85,43.81,81,100,14.05,overcast clouds
546,Moerai,PF,-22.4333,-151.3333,73.49,71,7,6.17,clear sky
547,Luena,AO,-11.7833,19.9167,56.1,27,0,3.4,clear sky
548,Shelburne,CA,44.0787,-80.2041,83.05,13,2,7.36,clear sky
549,Vila Velha,BR,-20.3297,-40.2925,71.55,78,75,5.75,broken clouds
550,Limbang,MY,4.75,115.0,79.11,96,65,1.79,broken clouds
551,Ahome,MX,25.9167,-109.1833,95.09,58,52,5.01,broken clouds
552,Shahr-E Babak,IR,30.1165,55.1186,78.42,18,72,13.76,broken clouds
553,Kuznechnoye,RU,61.12,29.8686,55.69,74,66,4.05,broken clouds
554,Semnan,IR,35.5729,53.3971,78.6,32,78,9.24,broken clouds
555,Kirkwall,GB,58.9848,-2.9587,57.54,94,40,13.8,scattered clouds
556,Kangaatsiaq,GL,68.3065,-53.4641,43.38,97,100,8.08,light rain
557,Winnipeg,CA,49.8844,-97.147,71.02,70,90,6.91,smoke
558,Mazagao,BR,-0.115,-51.2894,91.45,67,70,1.81,broken clouds
559,Pemangkat,ID,1.1667,108.9667,77.68,80,100,5.59,overcast clouds
560,Tweed,CA,44.4751,-77.3162,82.85,55,2,4.7,clear sky
561,Fond Du Lac,US,43.775,-88.4388,86.58,37,20,10.36,few clouds
562,Jacareacanga,BR,-6.2222,-57.7528,94.42,24,54,2.64,broken clouds
563,High Level,CA,58.5169,-117.136,69.91,60,75,3.44,broken clouds
564,Poya,NC,-21.35,165.15,67.03,61,84,6.98,broken clouds
565,Pozega,HR,45.3403,17.6853,65.82,92,15,2.93,few clouds
566,Portland,US,45.5234,-122.6762,87.89,42,75,1.01,smoke
567,Launceston,AU,-41.45,147.1667,49.8,97,59,3.0,broken clouds
568,Yumen,CN,40.2833,97.2,72.82,17,93,6.15,overcast clouds
569,Bansko,BG,41.8383,23.4885,71.89,44,87,3.22,overcast clouds
570,Leningradskiy,RU,69.3833,178.4167,40.37,95,97,3.13,overcast clouds
571,Birobidzhan,RU,48.8,132.95,64.42,99,100,6.89,light rain
572,Gorontalo,ID,0.5412,123.0595,74.53,93,71,2.26,broken clouds
573,Karatau,KZ,43.1667,70.4667,73.89,25,100,3.22,overcast clouds
574,Coquimbo,CL,-29.9533,-71.3436,56.93,76,40,6.91,scattered clouds
575,Porto Velho,BR,-8.7619,-63.9039,96.85,20,0,6.91,clear sky
