City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Mount Gambier,AU,2021-08-01 19:12:59,-37.8333,140.7667,41.41,92,0,9.51
279,Goderich,CA,2021-08-01 19:16:21,43.7501,-81.7165,69.91,77,73,16.11
280,Bay Roberts,CA,2021-08-01 19:11:28,47.5999,-53.2648,73.65,58,13,10.0
281,Bakel,SN,2021-08-01 19:16:22,14.905,-12.4568,88.38,61,62,11.74
282,Shimoda,JP,2021-08-01 19:16:22,34.6667,138.95,73.11,79,7,1.77
283,Zhigansk,RU,2021-08-01 19:16:22,66.7697,123.3711,60.69,73,48,11.34
284,Ahipara,NZ,2021-08-01 19:16:23,-35.1667,173.1667,55.02,88,71,7.72
285,Honghu,CN,2021-08-01 19:16:23,29.8206,113.4621,81.32,70,0,4.7
286,Klaksvik,FO,2021-08-01 19:16:24,62.2266,-6.589,49.12,82,56,13.24
287,Jumla,NP,2021-08-01 19:16:24,29.2747,82.1838,64.04,94,96,1.07
288,Muros,ES,2021-08-01 19:16:24,42.7762,-9.0603,65.98,93,100,5.32
289,Siderno,IT,2021-08-01 19:16:24,38.2779,16.302,89.55,48,2,6.44
290,Kirakira,SB,2021-08-01 19:16:25,-10.4544,161.9205,73.89,85,100,7.94
291,Nemuro,JP,2021-08-01 19:16:25,43.3236,145.575,65.91,99,100,7.2
292,Faya,SA,2021-08-01 19:16:26,18.3851,42.4509,68.11,68,95,6.08
293,Touba,CI,2021-08-01 19:16:26,8.2833,-7.6833,71.8,94,97,3.74
294,Yar-Sale,RU,2021-08-01 19:16:27,66.8333,70.8333,55.67,93,100,17.13
295,Albina,SR,2021-08-01 19:16:27,5.5,-54.05,76.82,93,100,4.7
296,Beringovskiy,RU,2021-08-01 19:16:27,63.05,179.3167,45.28,73,42,10.83
297,Namibe,AO,2021-08-01 19:16:28,-15.1961,12.1522,68.77,89,39,6.6
298,Umm Lajj,SA,2021-08-01 19:16:28,25.0213,37.2685,88.32,56,5,2.8
299,Lakhdenpokhya,RU,2021-08-01 19:16:29,61.5198,30.1992,59.59,84,14,6.02
300,Akonolinga,CM,2021-08-01 19:14:47,3.7667,12.25,68.68,98,65,2.95
301,Stornoway,GB,2021-08-01 19:15:24,58.2093,-6.3865,56.93,67,90,2.3
302,Aden,YE,2021-08-01 19:13:51,12.7794,45.0367,83.46,77,96,7.25
303,Oranjemund,NA,2021-08-01 19:16:29,-28.55,16.4333,58.93,65,1,8.08
304,Porbandar,IN,2021-08-01 19:16:30,21.6422,69.6093,81.32,83,100,20.47
305,Tuatapere,NZ,2021-08-01 19:16:30,-46.1333,167.6833,39.81,94,100,5.84
306,Port Blair,IN,2021-08-01 19:16:31,11.6667,92.75,81.86,81,100,18.63
307,Urkarakh,RU,2021-08-01 19:16:31,42.163,47.6307,63.14,68,100,4.59
308,Hambantota,LK,2021-08-01 19:16:31,6.1241,81.1185,79.75,82,100,16.22
309,Marawi,PH,2021-08-01 19:16:32,7.9986,124.2928,71.65,94,100,3.78
310,Chara,RU,2021-08-01 19:16:32,56.9064,118.2631,50.97,93,100,3.27
311,Yakima,US,2021-08-01 19:16:32,46.4665,-120.6678,89.55,42,1,3.44
312,Kasongo-Lunda,CD,2021-08-01 19:16:33,-6.4667,16.8167,77.49,24,98,2.51
313,Vila Do Maio,CV,2021-08-01 19:16:33,15.1333,-23.2167,81.39,74,7,4.68
314,La Joya,MX,2021-08-01 19:16:33,18.6667,-99.4667,87.39,50,1,3.87
315,Hobyo,SO,2021-08-01 19:16:34,5.3505,48.5268,78.35,78,5,24.56
316,Huai Yot,TH,2021-08-01 19:16:34,7.7893,99.6348,74.8,96,100,4.21
317,San Juan,AR,2021-08-01 19:16:34,-31.5375,-68.5364,66.83,19,0,9.95
318,Phalaborwa,ZA,2021-08-01 19:16:35,-23.943,31.1411,63.68,25,0,6.58
319,Savelugu,GH,2021-08-01 19:16:35,9.6244,-0.8253,80.78,66,90,4.36
320,Dingle,PH,2021-08-01 19:16:36,10.9995,122.6711,77.36,87,100,8.03
321,La Ronge,CA,2021-08-01 19:16:36,55.1001,-105.2842,88.02,30,20,4.61
322,Bedesa,ET,2021-08-01 19:16:36,8.9,40.7833,63.95,74,81,4.97
323,Ballarpur,IN,2021-08-01 19:16:36,19.8333,79.35,78.94,80,100,8.79
324,Salym,RU,2021-08-01 19:12:20,60.0625,71.4789,60.22,99,100,4.54
325,Moron,AR,2021-08-01 19:14:55,-34.6534,-58.6198,64.0,51,0,1.83
326,Pierre,US,2021-08-01 19:16:37,44.3683,-100.351,85.28,33,1,1.01
327,Alice Springs,AU,2021-08-01 19:16:37,-23.7,133.8833,60.35,48,91,9.22
328,Dharchula,IN,2021-08-01 19:16:38,29.85,80.5333,73.04,91,99,2.8
329,Mecca,SA,2021-08-01 19:12:38,21.4267,39.8261,90.81,40,6,6.71
330,Henties Bay,NA,2021-08-01 19:16:38,-22.116,14.2845,68.45,43,0,13.13
331,Leiyang,CN,2021-08-01 19:16:38,26.4024,112.8591,81.7,73,100,2.21
332,Brewster,US,2021-08-01 19:16:39,41.3973,-73.6171,77.72,71,75,1.01
333,Fonte Boa,BR,2021-08-01 19:16:39,-2.4959,-66.2662,87.69,40,96,2.04
334,Victor Harbor,AU,2021-08-01 19:16:40,-35.5667,138.6167,53.19,70,1,11.05
335,Cabedelo,BR,2021-08-01 19:16:40,-6.9811,-34.8339,81.27,74,7,23.38
336,Soyaux,FR,2021-08-01 19:16:40,45.65,0.2,66.79,64,75,2.3
337,Soyo,AO,2021-08-01 19:12:17,-6.1349,12.3689,73.06,82,5,9.73
338,Kieta,PG,2021-08-01 19:11:50,-6.2167,155.6333,77.61,84,12,2.51
339,Koforidua,GH,2021-08-01 19:16:41,6.0941,-0.2591,77.49,83,52,4.47
340,Townsville,AU,2021-08-01 19:16:41,-19.25,146.8,67.08,94,40,4.61
341,Alekseyevka,RU,2021-08-01 19:16:41,50.6309,38.6903,76.6,48,0,0.13
342,Juba,SS,2021-08-01 19:16:42,4.8517,31.5825,75.29,74,98,2.98
343,Tucurui,BR,2021-08-01 19:16:42,-3.7661,-49.6725,93.22,34,82,5.55
344,Kungurtug,RU,2021-08-01 19:16:42,50.5994,97.5228,50.25,97,100,3.87
345,Fujin,CN,2021-08-01 19:16:43,47.26,132.0322,69.82,72,99,8.43
346,Santa Lucia,ES,2021-08-01 19:16:43,27.9117,-15.5407,68.76,65,20,29.93
347,Letlhakane,BW,2021-08-01 19:16:43,-21.4167,25.5833,58.42,35,0,6.06
348,Wuwei,CN,2021-08-01 19:16:44,37.9281,102.6414,72.54,37,34,6.31
349,Nushki,PK,2021-08-01 19:16:44,29.5542,66.0215,85.86,11,6,3.04
350,Kruisfontein,ZA,2021-08-01 19:16:45,-34.0033,24.7314,53.89,80,99,22.19
351,Vila Velha,BR,2021-08-01 19:12:45,-20.3297,-40.2925,72.97,54,0,11.5
352,Broken Hill,AU,2021-08-01 19:16:45,-31.95,141.4333,46.56,80,0,10.02
353,Synya,RU,2021-08-01 19:16:46,65.3718,58.0387,54.32,98,100,3.4
354,Mezen,RU,2021-08-01 19:16:47,65.8522,44.24,48.11,85,5,4.25
355,Tual,ID,2021-08-01 19:16:47,-5.6667,132.75,81.48,78,14,12.12
356,Pochutla,MX,2021-08-01 19:16:47,15.7432,-96.4661,91.22,58,76,6.49
357,Lavrentiya,RU,2021-08-01 19:16:47,65.5833,-171.0,40.28,88,100,11.12
358,Beni Mazar,EG,2021-08-01 19:16:48,28.4962,30.8029,95.34,12,1,8.1
359,Broome,US,2021-08-01 19:16:48,42.2506,-75.833,76.17,77,90,12.66
360,Severo-Yeniseyskiy,RU,2021-08-01 19:16:49,60.3725,93.0408,56.91,73,100,3.6
361,Bandarbeyla,SO,2021-08-01 19:16:49,9.4942,50.8122,78.06,81,1,27.11
362,Hit,IQ,2021-08-01 19:16:50,33.6416,42.8251,99.57,13,19,6.4
363,Villa Carlos Paz,AR,2021-08-01 19:16:50,-31.4241,-64.4978,69.24,30,0,14.0
364,Caluquembe,AO,2021-08-01 19:12:02,-13.7833,14.6833,62.17,27,1,3.69
365,Wilmington Island,US,2021-08-01 19:16:50,32.0036,-80.9737,95.09,56,40,12.66
366,Mabaruma,GY,2021-08-01 19:16:51,8.2,-59.7833,83.62,79,8,4.56
367,Trenggalek,ID,2021-08-01 19:16:51,-8.05,111.7167,72.41,95,57,3.96
368,Freeport,US,2021-08-01 19:12:20,40.6576,-73.5832,78.53,63,1,5.01
369,Kodinsk,RU,2021-08-01 19:16:52,58.6881,99.1844,57.0,97,100,4.76
370,Katherine,AU,2021-08-01 19:16:52,-14.4667,132.2667,70.12,68,11,0.0
371,Iznoski,RU,2021-08-01 19:16:53,54.9881,35.3108,64.18,93,98,2.89
372,Escarcega,MX,2021-08-01 19:16:53,18.6089,-90.7454,98.76,32,91,5.5
373,Harnoli,PK,2021-08-01 19:16:54,32.2792,71.5539,97.27,40,3,7.67
374,Barra Do Garcas,BR,2021-08-01 19:16:54,-15.89,-52.2567,95.58,21,0,0.0
375,Husavik,IS,2021-08-01 19:16:55,66.0449,-17.3389,57.11,64,69,6.02
376,Khrebtovaya,RU,2021-08-01 19:16:55,56.7032,104.2494,52.61,64,100,3.15
377,Sumenep,ID,2021-08-01 19:16:56,-7.0167,113.8667,77.67,79,21,3.15
378,Yenagoa,NG,2021-08-01 19:16:56,4.9247,6.2642,78.22,74,75,7.4
379,Novyy Urengoy,RU,2021-08-01 19:16:56,66.0833,76.6333,59.36,61,100,11.54
380,Necochea,AR,2021-08-01 19:16:56,-38.5473,-58.7368,52.2,48,3,2.42
381,Itupiranga,BR,2021-08-01 19:16:57,-5.1347,-49.3267,95.32,29,97,4.14
382,Chekalin,RU,2021-08-01 19:16:57,54.0969,36.245,66.25,84,21,1.61
383,Talnakh,RU,2021-08-01 19:16:57,69.4865,88.3972,54.14,92,100,5.32
384,Saint George,US,2021-08-01 19:16:58,37.1041,-113.5841,94.78,33,1,1.99
385,Kelvington,CA,2021-08-01 19:16:58,52.1667,-103.5343,82.06,21,34,10.02
386,Villazon,BO,2021-08-01 19:16:58,-22.0866,-65.5942,48.67,28,100,9.42
387,Avera,US,2021-08-01 19:16:59,33.194,-82.5271,96.91,38,83,14.79
388,Praia Da Vitoria,PT,2021-08-01 19:16:59,38.7333,-27.0667,77.76,100,75,18.5
389,Bhatkal,IN,2021-08-01 19:16:59,13.9667,74.5667,78.6,84,98,9.8
390,Obanazawa,JP,2021-08-01 19:16:59,38.6033,140.4019,72.81,97,1,2.42
391,Avallon,FR,2021-08-01 19:17:00,47.4833,3.9,59.0,84,11,5.08
392,Ribeira Grande,PT,2021-08-01 19:12:08,38.5167,-28.7,73.8,94,75,14.97
393,Sarangani,PH,2021-08-01 19:17:00,5.4033,125.4636,83.26,76,82,13.22
394,Margate,GB,2021-08-01 19:17:01,51.3813,1.3862,61.18,91,100,1.99
395,Rio Grande,BR,2021-08-01 19:13:34,-32.035,-52.0986,53.71,76,58,5.23
396,Ust-Nera,RU,2021-08-01 19:17:01,64.5667,143.2,45.12,82,1,4.85
397,Karachi,PK,2021-08-01 19:15:05,24.9056,67.0822,82.22,74,75,20.71
398,Zaysan,KZ,2021-08-01 19:17:02,47.4667,84.8667,66.43,31,0,9.17
399,Paciran,ID,2021-08-01 19:17:03,-6.8767,112.3761,77.07,78,5,9.31
400,Kabin Buri,TH,2021-08-01 19:17:03,13.9511,101.7177,76.08,88,100,6.87
401,Bandundu,CD,2021-08-01 19:17:03,-3.3167,17.3667,85.39,32,100,3.2
402,Olinda,BR,2021-08-01 19:17:04,-8.0089,-34.8553,80.33,69,75,24.16
403,Denpasar,ID,2021-08-01 19:14:36,-8.65,115.2167,78.46,89,40,4.61
404,Lebu,CL,2021-08-01 19:17:04,-37.6167,-73.65,54.34,67,6,17.74
405,Waingapu,ID,2021-08-01 19:17:05,-9.6567,120.2641,74.68,83,96,7.52
406,Tiksi,RU,2021-08-01 19:17:05,71.6872,128.8694,43.81,79,8,5.64
407,Viedma,AR,2021-08-01 19:17:06,-40.8135,-62.9967,59.76,31,0,19.84
408,Kidal,ML,2021-08-01 19:17:06,18.4411,1.4078,96.3,32,21,8.61
409,Dandong,CN,2021-08-01 19:17:06,40.1292,124.3947,71.33,95,100,6.13
410,Horki,BY,2021-08-01 19:17:07,54.2861,30.9842,69.48,64,100,2.3
411,Vostok,RU,2021-08-01 19:17:07,46.4856,135.8833,60.55,96,4,4.25
412,Belmonte,BR,2021-08-01 19:17:07,-15.8631,-38.8828,71.6,75,72,15.52
413,Alofi,NU,2021-08-01 19:17:07,-19.0595,-169.9187,75.09,78,23,18.41
414,Saldanha,ZA,2021-08-01 19:17:08,-33.0117,17.9442,56.34,90,49,9.57
415,Haapiti,PF,2021-08-01 19:17:08,-17.5667,-149.8667,78.53,62,59,9.35
416,Itoman,JP,2021-08-01 19:17:08,26.1247,127.6694,82.78,92,75,18.41
417,Kautokeino,NO,2021-08-01 19:17:09,69.0125,23.0412,42.33,82,92,10.45
418,Flin Flon,CA,2021-08-01 19:15:16,54.7682,-101.865,85.3,24,0,7.25
419,Ginir,ET,2021-08-01 19:17:09,7.1333,40.7,62.56,61,99,11.16
420,Pontian Kecil,MY,2021-08-01 19:17:10,1.4801,103.3899,78.93,83,62,2.21
421,Sola,VU,2021-08-01 19:17:10,-13.8833,167.55,75.33,62,97,10.18
422,Springdale,US,2021-08-01 19:17:11,36.1867,-94.1288,83.57,69,75,3.44
423,Vasalemma,EE,2021-08-01 19:17:11,59.2442,24.29,63.72,70,62,7.16
424,Mayo,US,2021-08-01 19:17:11,38.8876,-76.5119,78.4,92,90,5.01
425,Piacabucu,BR,2021-08-01 19:17:11,-10.4056,-36.4344,75.25,73,3,15.5
426,Vestmannaeyjar,IS,2021-08-01 19:17:12,63.4427,-20.2734,52.79,100,90,9.22
427,Shellbrook,CA,2021-08-01 19:17:12,53.2168,-106.4011,83.43,20,100,1.19
428,Pontes E Lacerda,BR,2021-08-01 19:17:13,-15.2261,-59.3353,91.09,15,0,7.81
429,Letterkenny,IE,2021-08-01 19:17:13,54.95,-7.7333,58.89,70,90,6.04
430,Iralaya,HN,2021-08-01 19:17:13,15.0,-83.2333,89.69,73,20,10.96
431,Pacific Grove,US,2021-08-01 19:14:01,36.6177,-121.9166,80.11,76,75,3.0
432,Burnie,AU,2021-08-01 19:17:14,-41.0667,145.9167,44.89,78,100,4.45
433,Ostrovnoy,RU,2021-08-01 19:17:14,68.0531,39.5131,49.12,83,15,8.61
434,Carinhanha,BR,2021-08-01 19:17:15,-14.3047,-43.765,85.12,22,40,8.39
435,Jaru,BR,2021-08-01 19:17:15,-10.4389,-62.4664,95.68,18,4,6.11
436,Mizdah,LY,2021-08-01 19:17:15,31.4451,12.9801,93.0,12,0,11.52
437,Berlevag,NO,2021-08-01 19:17:16,70.8578,29.0864,57.0,93,0,14.97
438,Kapit,MY,2021-08-01 19:17:16,2.0167,112.9333,73.94,99,89,2.21
439,Huancavelica,PE,2021-08-01 19:17:16,-12.7667,-74.9833,40.5,68,100,6.42
440,Port Hawkesbury,CA,2021-08-01 19:17:17,45.6169,-61.3485,75.9,54,20,3.0
441,Zinder,NE,2021-08-01 19:17:17,13.8072,8.9881,91.35,41,90,8.39
442,Santa Isabel Do Rio Negro,BR,2021-08-01 19:17:17,-0.4139,-65.0192,85.12,49,93,3.33
443,Havoysund,NO,2021-08-01 19:17:18,70.9963,24.6622,45.48,83,100,7.31
444,Nalut,LY,2021-08-01 19:17:18,30.3333,10.85,97.21,10,1,6.31
445,Ixtapa,MX,2021-08-01 19:17:18,20.7,-105.2,89.22,58,20,12.66
446,Port Hardy,CA,2021-08-01 19:15:16,50.6996,-127.4199,55.4,75,4,8.43
447,Mount Isa,AU,2021-08-01 19:17:19,-20.7333,139.5,60.57,55,53,0.0
448,Cartagena,CO,2021-08-01 19:17:19,10.3997,-75.5144,92.82,62,40,12.66
449,Fortuna,US,2021-08-01 19:17:20,40.5982,-124.1573,90.19,72,20,11.5
450,Oktyabrskiy,RU,2021-08-01 19:17:20,54.4815,53.471,65.95,60,17,1.63
451,Tortoli,IT,2021-08-01 19:17:20,39.9256,9.6572,81.99,88,0,4.61
452,Quelimane,MZ,2021-08-01 19:17:20,-17.8786,36.8883,69.75,78,0,4.61
453,Constitucion,CL,2021-08-01 19:17:21,-35.3333,-72.4167,62.62,48,0,10.02
454,Salalah,OM,2021-08-01 19:17:21,17.0151,54.0924,77.09,94,90,5.75
455,Erzin,TR,2021-08-01 19:17:21,36.9559,36.2,83.12,69,0,1.66
456,Nantucket,US,2021-08-01 19:12:31,41.2835,-70.0995,77.34,67,1,9.22
457,Tiznit,MA,2021-08-01 19:17:22,29.5833,-9.5,73.33,49,0,6.4
458,Zlobin,HR,2021-08-01 19:17:22,45.2924,14.6541,72.7,60,20,5.75
459,Khilok,RU,2021-08-01 19:17:23,51.3674,110.4676,53.13,91,100,3.53
460,Bambous Virieux,MU,2021-08-01 19:17:23,-20.3428,57.7575,70.21,83,75,13.8
461,Beloha,MG,2021-08-01 19:17:23,-25.1667,45.05,67.69,69,0,9.35
462,Halifax,CA,2021-08-01 19:13:35,44.6453,-63.5724,77.41,60,1,5.01
463,Dickinson,US,2021-08-01 19:15:34,29.4608,-95.0513,97.18,64,75,1.01
464,Sulangan,PH,2021-08-01 19:17:24,11.1373,123.7228,83.61,75,100,15.59
465,Requena,ES,2021-08-01 19:17:24,39.4883,-1.1004,69.58,49,68,7.2
466,Udachnyy,RU,2021-08-01 19:17:25,66.4167,112.4,63.09,42,2,3.2
467,Grand Gaube,MU,2021-08-01 19:17:25,-20.0064,57.6608,70.38,76,14,5.99
468,Albert Lea,US,2021-08-01 19:17:26,43.648,-93.3683,77.0,43,1,10.36
469,Sur,OM,2021-08-01 19:17:26,22.5667,59.5289,91.42,53,100,15.41
470,Kutum,SD,2021-08-01 19:17:27,14.2,24.6667,81.19,50,82,8.61
471,Coihaique,CL,2021-08-01 19:17:27,-45.5752,-72.0662,53.55,58,90,6.91
472,Leshukonskoye,RU,2021-08-01 19:17:27,64.8989,45.7622,55.13,93,16,0.63
473,Alhaurin De La Torre,ES,2021-08-01 19:17:28,36.664,-4.5614,80.55,55,0,3.44
474,Nabire,ID,2021-08-01 19:17:28,-3.3667,135.4833,75.34,91,99,3.24
475,Areka,ET,2021-08-01 19:17:28,7.0667,37.7,60.37,81,100,2.57
476,Ambulu,ID,2021-08-01 19:17:29,-8.345,113.6058,73.44,89,9,3.51
477,Murray Bridge,AU,2021-08-01 19:17:29,-35.1167,139.2667,53.49,77,0,9.62
478,Lahaina,US,2021-08-01 19:17:00,20.8783,-156.6825,83.44,63,6,13.71
479,Sambava,MG,2021-08-01 19:17:29,-14.2667,50.1667,68.95,90,85,12.19
480,Neka,IR,2021-08-01 19:17:30,36.6508,53.299,76.62,76,46,6.04
481,Coquimbo,CL,2021-08-01 19:17:31,-29.9533,-71.3436,62.33,67,0,13.8
482,Salaga,GH,2021-08-01 19:17:31,8.5508,-0.5188,80.29,66,100,3.58
483,Amarante Do Maranhao,BR,2021-08-01 19:17:31,-5.5667,-46.7422,94.53,25,96,8.23
484,Sao Miguel Do Araguaia,BR,2021-08-01 19:17:32,-13.275,-50.1628,94.35,20,1,5.75
485,Pimenta Bueno,BR,2021-08-01 19:17:32,-11.6725,-61.1936,97.27,16,0,3.76
486,Laguna,US,2021-08-01 19:17:33,38.421,-121.4238,102.04,41,1,4.0
487,Rosario,AR,2021-08-01 19:16:04,-32.9468,-60.6393,68.61,33,0,1.99
488,Jalu,LY,2021-08-01 19:17:33,29.0331,21.5482,95.61,12,6,8.41
489,Kolyshley,RU,2021-08-01 19:17:33,52.7005,44.5367,76.12,46,100,2.66
490,Cidreira,BR,2021-08-01 19:17:34,-30.1811,-50.2056,59.74,76,92,8.28
491,Arona,ES,2021-08-01 19:17:34,28.0996,-16.681,70.99,68,0,8.01
492,Sorong,ID,2021-08-01 19:17:34,-0.8833,131.25,78.46,89,35,9.46
493,Pangai,TO,2021-08-01 19:17:35,-19.8,-174.35,73.51,68,40,17.27
494,Los Altos,US,2021-08-01 19:17:35,37.3852,-122.1141,85.5,58,1,1.99
495,Gandhidham,IN,2021-08-01 19:17:36,23.0833,70.1333,82.04,78,100,17.31
496,Harper,LR,2021-08-01 19:17:36,4.375,-7.7169,76.06,79,44,7.56
497,Dali,CN,2021-08-01 19:17:36,25.7,100.1833,62.89,81,10,0.36
498,Kalaikunda,IN,2021-08-01 19:17:37,22.35,87.25,82.27,82,100,5.97
499,Svetlaya,RU,2021-08-01 19:17:37,46.5389,138.3297,62.44,92,96,11.99
500,Iranshahr,IR,2021-08-01 19:17:38,27.2025,60.6848,100.74,30,32,0.0
501,Tigil,RU,2021-08-01 19:17:38,57.8,158.6667,47.19,90,100,6.53
502,Kargopol,RU,2021-08-01 19:17:39,61.5071,38.9456,56.98,99,100,4.54
503,Sechura,PE,2021-08-01 19:17:39,-5.5569,-80.8222,76.89,56,10,14.27
504,Davlekanovo,RU,2021-08-01 19:17:39,54.2215,55.0343,71.62,55,52,4.41
505,Aurora,US,2021-08-01 19:14:53,39.7294,-104.8319,80.11,45,75,1.99
506,Jefferson City,US,2021-08-01 19:14:14,38.5767,-92.1735,86.13,48,20,8.05
507,Saint-Pierre,RE,2021-08-01 19:17:40,-21.3393,55.4781,67.64,72,20,4.61
508,New Milford,US,2021-08-01 19:17:40,40.9327,-74.0179,78.96,77,90,6.91
509,Danville,US,2021-08-01 19:17:00,36.586,-79.395,85.21,74,90,3.44
510,Kurdzhinovo,RU,2021-08-01 19:17:40,43.9884,40.9552,63.73,84,0,6.49
511,Ossora,RU,2021-08-01 19:17:41,59.2353,163.0719,53.15,75,100,7.9
512,Susehri,TR,2021-08-01 19:17:41,40.1644,38.0867,65.07,86,14,5.01
513,Dargaville,NZ,2021-08-01 19:17:41,-35.9333,173.8833,50.79,93,48,5.19
514,Salamanca,ES,2021-08-01 19:13:26,40.8333,-6.0,74.62,53,20,13.0
515,Tekeli,KZ,2021-08-01 19:17:42,44.83,78.8239,62.73,22,27,9.71
516,Asosa,ET,2021-08-01 19:17:42,10.0667,34.5333,59.65,90,100,2.1
517,Gladstone,AU,2021-08-01 19:17:43,-23.85,151.25,57.78,94,75,0.0
518,Puerto Narino,CO,2021-08-01 19:15:31,-3.7703,-70.3831,84.15,41,55,4.74
519,Wanning,CN,2021-08-01 19:17:43,18.8003,110.3967,80.76,89,100,10.45
520,Arman,RU,2021-08-01 19:17:43,59.7,150.1667,46.45,63,0,13.06
521,Rancho Palos Verdes,US,2021-08-01 19:17:43,33.7445,-118.387,99.66,75,1,4.0
522,Panlaitan,PH,2021-08-01 19:17:44,12.1191,119.8486,82.94,84,100,16.96
523,Raga,SS,2021-08-01 19:17:44,8.4596,25.678,69.71,97,100,4.9
524,Paredon,MX,2021-08-01 19:17:44,16.0333,-93.8667,91.31,56,95,5.7
525,Tapah,MY,2021-08-01 19:17:45,4.2004,101.2598,76.91,93,100,3.85
526,Amuntai,ID,2021-08-01 19:17:45,-2.4177,115.2494,73.6,97,100,1.66
527,Bar Harbor,US,2021-08-01 19:16:39,44.3876,-68.2039,77.94,46,1,14.97
528,Moussoro,TD,2021-08-01 19:17:45,13.6408,16.4901,84.81,56,100,5.08
529,Xapuri,BR,2021-08-01 19:17:46,-10.6517,-68.5044,88.45,19,6,5.57
530,Novo Aripuana,BR,2021-08-01 19:17:46,-5.1206,-60.3797,97.39,23,11,4.68
531,Sao Filipe,CV,2021-08-01 19:17:46,14.8961,-24.4956,76.23,76,17,9.82
532,Atambua,ID,2021-08-01 19:17:47,-9.1061,124.8925,70.56,86,77,5.28
533,Hualmay,PE,2021-08-01 19:17:47,-11.0964,-77.6139,67.84,72,11,10.25
534,Yagodnoye,RU,2021-08-01 19:17:47,62.55,149.6667,39.38,95,100,7.09
535,Garachine,PA,2021-08-01 19:17:48,8.0647,-78.3628,84.38,77,97,8.48
536,Socorro,US,2021-08-01 19:17:48,31.6546,-106.3033,90.5,43,75,13.8
537,San Pedro,PH,2021-08-01 19:17:48,14.35,121.0167,82.35,83,100,15.9
538,College,US,2021-08-01 19:14:05,64.8569,-147.8028,69.75,67,75,4.61
539,Apatou,GF,2021-08-01 19:17:49,5.155,-54.3472,82.51,76,99,1.88
540,Ilulissat,GL,2021-08-01 19:14:35,69.2167,-51.1,57.22,41,0,5.75
541,Sidi Ali,DZ,2021-08-01 19:17:49,36.0998,0.4206,72.93,51,13,3.76
542,Pemba,MZ,2021-08-01 19:17:50,-12.974,40.5178,75.9,69,20,14.97
543,Aloleng,PH,2021-08-01 19:17:50,16.1307,119.7824,82.36,84,100,21.14
544,Verkhnyaya Inta,RU,2021-08-01 19:17:50,65.9811,60.3094,51.69,96,41,8.3
545,Severo-Kurilsk,RU,2021-08-01 19:14:57,50.6789,156.125,52.14,82,0,16.69
546,Dudinka,RU,2021-08-01 19:17:51,69.4058,86.1778,50.92,96,100,7.09
547,Peace River,CA,2021-08-01 19:15:16,56.2501,-117.286,88.43,35,69,5.64
548,Chaplygin,RU,2021-08-01 19:17:51,53.2432,39.9629,75.29,49,33,4.5
549,Sao Felix Do Xingu,BR,2021-08-01 19:17:51,-6.6447,-51.995,96.96,23,100,6.82
550,Rodrigues Alves,BR,2021-08-01 19:17:52,-7.738,-72.6509,89.8,34,81,3.42
551,Kahului,US,2021-08-01 19:17:52,20.8947,-156.47,83.46,69,20,19.57
552,Mana,GF,2021-08-01 19:17:53,5.6592,-53.7767,81.52,76,65,9.4
553,Olkhovka,RU,2021-08-01 19:17:53,53.2115,60.6069,68.16,70,100,4.61
554,Wajima,JP,2021-08-01 19:17:54,37.4,136.9,79.21,83,75,3.56
555,Matagami,CA,2021-08-01 19:17:54,49.7502,-77.6328,60.91,63,75,13.8
556,Lafiagi,NG,2021-08-01 19:17:54,8.8667,5.4167,73.78,97,100,2.15
557,Ojinaga,MX,2021-08-01 19:17:55,29.5667,-104.4167,83.35,54,75,14.97
